no,komentar,sentimen,Tweet,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,tweet_normalized,tweet_tokens_stemmed
34,"berdoa semoga semester ini lebih produktif, bener bener produktif plis semester depan harus bisa ikut MBKM",Positif,berdoa semoga semester ini lebih produktif bener bener produktif plis semester depan harus bisa ikut mbkm,"['berdoa', 'semoga', 'semester', 'ini', 'lebih', 'produktif', 'bener', 'bener', 'produktif', 'plis', 'semester', 'depan', 'harus', 'bisa', 'ikut', 'mbkm']",<FreqDist with 13 samples and 16 outcomes>,"['berdoa', 'semoga', 'semester', 'lebih', 'produktif', 'bener', 'bener', 'produktif', 'plis', 'semester', 'depan', 'harus', 'bisa', 'ikut', 'mbkm']","['berdoa', 'semoga', 'semester', 'lebih', 'produktif', 'bener', 'bener', 'produktif', 'plis', 'semester', 'depan', 'harus', 'bisa', 'ikut', 'mbkm']","['doa', 'moga', 'semester', 'lebih', 'produktif', 'bener', 'bener', 'produktif', 'plis', 'semester', 'depan', 'harus', 'bisa', 'ikut', 'mbkm']"
35,"Puluhan Mahasiswa Unusa Lolos MBKM, Siap Terjun ke Dunia Kerja",Positif,puluhan mahasiswa unusa lolos mbkm siap terjun ke dunia kerja,"['puluhan', 'mahasiswa', 'unusa', 'lolos', 'mbkm', 'siap', 'terjun', 'ke', 'dunia', 'kerja']",<FreqDist with 10 samples and 10 outcomes>,"['puluhan', 'mahasiswa', 'unusa', 'lolos', 'mbkm', 'siap', 'terjun', 'ke', 'dunia', 'kerja']","['puluhan', 'mahasiswa', 'unusa', 'lolos', 'mbkm', 'siap', 'terjun', 'ke', 'dunia', 'kerja']","['puluh', 'mahasiswa', 'unusa', 'lolos', 'mbkm', 'siap', 'terjun', 'ke', 'dunia', 'kerja']"
36,pengen ikut program MBKM tapi masih semester dua,Positif,pengen ikut program mbkm tapi masih semester dua,"['pengen', 'ikut', 'program', 'mbkm', 'tapi', 'masih', 'semester', 'dua']",<FreqDist with 8 samples and 8 outcomes>,"['pengen', 'ikut', 'program', 'mbkm', 'tapi', 'masih', 'semester', 'dua']","['pengen', 'ikut', 'program', 'mbkm', 'tapi', 'masih', 'semester', 'dua']","['ken', 'ikut', 'program', 'mbkm', 'tapi', 'masih', 'semester', 'dua']"
37,ini mbkm jadi gaseru banget garagara pemilik rumahnya sensian,Negatif,ini mbkm jadi gaseru banget garagara pemilik rumahnya sensian,"['ini', 'mbkm', 'jadi', 'gaseru', 'banget', 'garagara', 'pemilik', 'rumahnya', 'sensian']",<FreqDist with 9 samples and 9 outcomes>,"['mbkm', 'jadi', 'gaseru', 'garagara', 'pemilik', 'rumahnya', 'sensian']","['mbkm', 'jadi', 'gaseru', 'garagara', 'pemilik', 'rumahnya', 'sensian']","['mbkm', 'jadi', 'gaseru', 'garagara', 'milik', 'rumah', 'sensian']"
38,Dan MBKM gaseindah itu pada praktiknya,Negatif,dan mbkm gaseindah itu pada praktiknya,"['dan', 'mbkm', 'gaseindah', 'itu', 'pada', 'praktiknya']",<FreqDist with 6 samples and 6 outcomes>,"['dan', 'mbkm', 'gaseindah', 'itu', 'pada', 'praktiknya']","['dan', 'mbkm', 'gaseindah', 'itu', 'pada', 'praktiknya']","['dan', 'mbkm', 'gaseindah', 'itu', 'pada', 'praktik']"
39,Kalo engga ikut program MBKM kayaknya engga pernah ngerasain potongan UKT ,Positif,kalo engga ikut program mbkm kayaknya engga pernah ngerasain potongan ukt,"['kalo', 'engga', 'ikut', 'program', 'mbkm', 'kayaknya', 'engga', 'pernah', 'ngerasain', 'potongan', 'ukt']",<FreqDist with 10 samples and 11 outcomes>,"['kalo', 'engga', 'ikut', 'program', 'mbkm', 'kayaknya', 'engga', 'pernah', 'ngerasain', 'potongan', 'ukt']","['kalo', 'engga', 'ikut', 'program', 'mbkm', 'kayaknya', 'engga', 'pernah', 'ngerasain', 'potongan', 'ukt']","['kalo', 'engga', 'ikut', 'program', 'mbkm', 'kayak', 'engga', 'pernah', 'ngerasain', 'potong', 'ukt']"
40,"Ribet nder, temenku anak sipil akhirnya mengurungkan niat ikut MBKM kwkwwk, tapi gatau juga si kalo prodi lain",Negatif,ribet nder temenku anak sipil akhirnya mengurungkan niat ikut mbkm kwkwwk tapi gatau juga si kalo prodi lain,"['ribet', 'nder', 'temenku', 'anak', 'sipil', 'akhirnya', 'mengurungkan', 'niat', 'ikut', 'mbkm', 'kwkwwk', 'tapi', 'gatau', 'juga', 'si', 'kalo', 'prodi', 'lain']",<FreqDist with 18 samples and 18 outcomes>,"['ribet', 'nder', 'temenku', 'anak', 'sipil', 'akhirnya', 'mengurungkan', 'niat', 'ikut', 'mbkm', 'kwkwwk', 'tapi', 'gatau', 'juga', 'kalo', 'prodi', 'lain']","['ribet', 'nder', 'temenku', 'anak', 'sipil', 'akhirnya', 'mengurungkan', 'niat', 'ikut', 'mbkm', 'kwkwwk', 'tapi', 'gatau', 'juga', 'kalo', 'prodi', 'lain']","['ribet', 'nder', 'temenku', 'anak', 'sipil', 'akhir', 'urung', 'niat', 'ikut', 'mbkm', 'kwkwwk', 'tapi', 'gatau', 'juga', 'kalo', 'prodi', 'lain']"
41,Pusing banget gue aaaakh mbkm banyak banget tugasnya udah kayak orang kerja,Negatif,pusing banget gue aaaakh mbkm banyak banget tugasnya udah kayak orang kerja,"['pusing', 'banget', 'gue', 'aaaakh', 'mbkm', 'banyak', 'banget', 'tugasnya', 'udah', 'kayak', 'orang', 'kerja']",<FreqDist with 11 samples and 12 outcomes>,"['pusing', 'gue', 'aaaakh', 'mbkm', 'banyak', 'tugasnya', 'udah', 'kayak', 'orang', 'kerja']","['pusing', 'gue', 'aaaakh', 'mbkm', 'banyak', 'tugasnya', 'udah', 'kayak', 'orang', 'kerja']","['pusing', 'gue', 'aaaakh', 'mbkm', 'banyak', 'tugas', 'udah', 'kayak', 'orang', 'kerja']"
42,"Turut Serta dalam MBKM, Tiap Fakultas Terapkan Kebijakan yang Berbeda",Positif,turut serta dalam mbkm tiap fakultas terapkan kebijakan yang berbeda,"['turut', 'serta', 'dalam', 'mbkm', 'tiap', 'fakultas', 'terapkan', 'kebijakan', 'yang', 'berbeda']",<FreqDist with 10 samples and 10 outcomes>,"['turut', 'serta', 'dalam', 'mbkm', 'tiap', 'fakultas', 'terapkan', 'kebijakan', 'berbeda']","['turut', 'serta', 'dalam', 'mbkm', 'tiap', 'fakultas', 'terapkan', 'kebijakan', 'berbeda']","['turut', 'serta', 'dalam', 'mbkm', 'tiap', 'fakultas', 'terap', 'bijak', 'beda']"
43,FAI Implementasikan Konsep MBKM dengan Pertukaran Dosen,Positif,fai implementasikan konsep mbkm dengan pertukaran dosen,"['fai', 'implementasikan', 'konsep', 'mbkm', 'dengan', 'pertukaran', 'dosen']",<FreqDist with 7 samples and 7 outcomes>,"['fai', 'implementasikan', 'konsep', 'mbkm', 'dengan', 'pertukaran', 'dosen']","['fai', 'implementasikan', 'konsep', 'mbkm', 'dengan', 'pertukaran', 'dosen']","['fai', 'implementasi', 'konsep', 'mbkm', 'dengan', 'tukar', 'dosen']"
44,Uniwara Studi Banding Bahas Kurikulum MBKM dan Akreditasi Program,Positif,uniwara studi banding bahas kurikulum mbkm dan akreditasi program,"['uniwara', 'studi', 'banding', 'bahas', 'kurikulum', 'mbkm', 'dan', 'akreditasi', 'program']",<FreqDist with 9 samples and 9 outcomes>,"['uniwara', 'studi', 'banding', 'bahas', 'kurikulum', 'mbkm', 'dan', 'akreditasi', 'program']","['uniwara', 'studi', 'banding', 'bahas', 'kurikulum', 'mbkm', 'dan', 'akreditasi', 'program']","['uniwara', 'studi', 'banding', 'bahas', 'kurikulum', 'mbkm', 'dan', 'akreditasi', 'program']"
45,"UNUD Gelar Sosialisasi SIM MBKM Bagi Prodi, UPIKS dan Operator SIMAK",Positif,unud gelar sosialisasi sim mbkm bagi prodi upiks dan operator simak,"['unud', 'gelar', 'sosialisasi', 'sim', 'mbkm', 'bagi', 'prodi', 'upiks', 'dan', 'operator', 'simak']",<FreqDist with 11 samples and 11 outcomes>,"['unud', 'gelar', 'sosialisasi', 'sim', 'mbkm', 'bagi', 'prodi', 'upiks', 'dan', 'operator', 'simak']","['unud', 'gelar', 'sosialisasi', 'sim', 'mbkm', 'bagi', 'prodi', 'upiks', 'dan', 'operator', 'simak']","['unud', 'gelar', 'sosialisasi', 'sim', 'mbkm', 'bagi', 'prodi', 'upiks', 'dan', 'operator', 'simak']"
46,hari ini akhirnya saya bisa mengatakan bahwa saya KENERIMA magang. terasa sedikit tidak nyata,Positif,hari ini akhirnya saya bisa mengatakan bahwa saya kenerima magang terasa sedikit tidak nyata,"['hari', 'ini', 'akhirnya', 'saya', 'bisa', 'mengatakan', 'bahwa', 'saya', 'kenerima', 'magang', 'terasa', 'sedikit', 'tidak', 'nyata']",<FreqDist with 13 samples and 14 outcomes>,"['hari', 'akhirnya', 'saya', 'bisa', 'mengatakan', 'bahwa', 'saya', 'kenerima', 'magang', 'terasa', 'sedikit', 'tidak', 'nyata']","['hari', 'akhirnya', 'saya', 'bisa', 'mengatakan', 'bahwa', 'saya', 'kenerima', 'magang', 'terasa', 'sedikit', 'tidak', 'nyata']","['hari', 'akhir', 'saya', 'bisa', 'kata', 'bahwa', 'saya', 'kenerima', 'magang', 'asa', 'sedikit', 'tidak', 'nyata']"
47,magang mbkm aja dosen bingung sks di konversi ke matkul apa,Negatif,magang mbkm aja dosen bingung sks di konversi ke matkul apa,"['magang', 'mbkm', 'aja', 'dosen', 'bingung', 'sks', 'di', 'konversi', 'ke', 'matkul', 'apa']",<FreqDist with 11 samples and 11 outcomes>,"['magang', 'mbkm', 'dosen', 'bingung', 'sks', 'di', 'konversi', 'ke', 'matkul', 'apa']","['magang', 'mbkm', 'dosen', 'bingung', 'sks', 'di', 'konversi', 'ke', 'matkul', 'apa']","['magang', 'mbkm', 'dosen', 'bingung', 'sks', 'di', 'konversi', 'ke', 'matkul', 'apa']"
48,asu gw engga ngisi pendaftaran mbkm ketinggalan informasi,Negatif,asu gw engga ngisi pendaftaran mbkm ketinggalan informasi,"['asu', 'gw', 'engga', 'ngisi', 'pendaftaran', 'mbkm', 'ketinggalan', 'informasi']",<FreqDist with 8 samples and 8 outcomes>,"['asu', 'gw', 'engga', 'ngisi', 'pendaftaran', 'mbkm', 'ketinggalan', 'informasi']","['asu', 'gw', 'engga', 'ngisi', 'pendaftaran', 'mbkm', 'ketinggalan', 'informasi']","['asu', 'gw', 'engga', 'ngisi', 'daftar', 'mbkm', 'tinggal', 'informasi']"
49,DOSEN MBKM GASESUAI EKSPEKTASI,Negatif,dosen mbkm gasesuai ekspektasi,"['dosen', 'mbkm', 'gasesuai', 'ekspektasi']",<FreqDist with 4 samples and 4 outcomes>,"['dosen', 'mbkm', 'gasesuai', 'ekspektasi']","['dosen', 'mbkm', 'gasesuai', 'ekspektasi']","['dosen', 'mbkm', 'gasesuai', 'ekspektasi']"
50,"Melalui Program MBKM, Kementerian ATR/BPN Rangkul Mahasiswa Terlibat Aktif dalam Penyusunan RDTR",Positif,melalui program mbkm kementerian atrbpn rangkul mahasiswa terlibat aktif dalam penyusunan rdtr,"['melalui', 'program', 'mbkm', 'kementerian', 'atrbpn', 'rangkul', 'mahasiswa', 'terlibat', 'aktif', 'dalam', 'penyusunan', 'rdtr']",<FreqDist with 12 samples and 12 outcomes>,"['melalui', 'program', 'mbkm', 'kementerian', 'atrbpn', 'rangkul', 'mahasiswa', 'terlibat', 'aktif', 'dalam', 'penyusunan', 'rdtr']","['melalui', 'program', 'mbkm', 'kementerian', 'atrbpn', 'rangkul', 'mahasiswa', 'terlibat', 'aktif', 'dalam', 'penyusunan', 'rdtr']","['lalu', 'program', 'mbkm', 'menteri', 'atrbpn', 'rangkul', 'mahasiswa', 'libat', 'aktif', 'dalam', 'susun', 'rdtr']"
51,Peluang MBKM Pada Pendidikan,Positif,peluang mbkm pada pendidikan,"['peluang', 'mbkm', 'pada', 'pendidikan']",<FreqDist with 4 samples and 4 outcomes>,"['peluang', 'mbkm', 'pada', 'pendidikan']","['peluang', 'mbkm', 'pada', 'pendidikan']","['peluang', 'mbkm', 'pada', 'didik']"
52,kalo mau coba cari pengalaman yang paling gampang buat sekarang itu ikut mbkm nder. tapi ya kudu tulus ,Positif,kalo mau coba cari pengalaman yang paling gampang buat sekarang itu ikut mbkm nder tapi ya kudu tulus,"['kalo', 'mau', 'coba', 'cari', 'pengalaman', 'yang', 'paling', 'gampang', 'buat', 'sekarang', 'itu', 'ikut', 'mbkm', 'nder', 'tapi', 'ya', 'kudu', 'tulus']",<FreqDist with 18 samples and 18 outcomes>,"['kalo', 'mau', 'coba', 'cari', 'pengalaman', 'paling', 'gampang', 'buat', 'sekarang', 'itu', 'ikut', 'mbkm', 'nder', 'tapi', 'kudu', 'tulus']","['kalo', 'mau', 'coba', 'cari', 'pengalaman', 'paling', 'gampang', 'buat', 'sekarang', 'itu', 'ikut', 'mbkm', 'nder', 'tapi', 'kudu', 'tulus']","['kalo', 'mau', 'coba', 'cari', 'alam', 'paling', 'gampang', 'buat', 'sekarang', 'itu', 'ikut', 'mbkm', 'nder', 'tapi', 'kudu', 'tulus']"
53,"lebih suka mbkm si nder, udah kayak magang/kerja",Positif,lebih suka mbkm si nder udah kayak magangkerja,"['lebih', 'suka', 'mbkm', 'si', 'nder', 'udah', 'kayak', 'magangkerja']",<FreqDist with 8 samples and 8 outcomes>,"['lebih', 'suka', 'mbkm', 'nder', 'udah', 'kayak', 'magangkerja']","['lebih', 'suka', 'mbkm', 'nder', 'udah', 'kayak', 'magangkerja']","['lebih', 'suka', 'mbkm', 'nder', 'udah', 'kayak', 'magangkerja']"
54,Universitas Udayana Gelar Sosialisasi SIM MBKM Bagi Mahasiswa Secara Daring ,Positif,universitas udayana gelar sosialisasi sim mbkm bagi mahasiswa secara daring,"['universitas', 'udayana', 'gelar', 'sosialisasi', 'sim', 'mbkm', 'bagi', 'mahasiswa', 'secara', 'daring']",<FreqDist with 10 samples and 10 outcomes>,"['universitas', 'udayana', 'gelar', 'sosialisasi', 'sim', 'mbkm', 'bagi', 'mahasiswa', 'secara', 'daring']","['universitas', 'udayana', 'gelar', 'sosialisasi', 'sim', 'mbkm', 'bagi', 'mahasiswa', 'secara', 'daring']","['universitas', 'udayana', 'gelar', 'sosialisasi', 'sim', 'mbkm', 'bagi', 'mahasiswa', 'cara', 'daring']"
55,Implementasi MBKM Fakultas Teknik Unmuha Kolaborasi dengan Fakultas Teknik Umuslim ,Positif,implementasi mbkm fakultas teknik unmuha kolaborasi dengan fakultas teknik umuslim,"['implementasi', 'mbkm', 'fakultas', 'teknik', 'unmuha', 'kolaborasi', 'dengan', 'fakultas', 'teknik', 'umuslim']",<FreqDist with 8 samples and 10 outcomes>,"['implementasi', 'mbkm', 'fakultas', 'teknik', 'unmuha', 'kolaborasi', 'dengan', 'fakultas', 'teknik', 'umuslim']","['implementasi', 'mbkm', 'fakultas', 'teknik', 'unmuha', 'kolaborasi', 'dengan', 'fakultas', 'teknik', 'umuslim']","['implementasi', 'mbkm', 'fakultas', 'teknik', 'unmuha', 'kolaborasi', 'dengan', 'fakultas', 'teknik', 'umuslim']"
56,Cabut pmmb berarti individu di blacklist semua program pmmb Cabut kampus merdeka berarti individu di blacklist 2 semester,Negatif,cabut pmmb berarti individu di blacklist semua program pmmb cabut kampus merdeka berarti individu di blacklist semester,"['cabut', 'pmmb', 'berarti', 'individu', 'di', 'blacklist', 'semua', 'program', 'pmmb', 'cabut', 'kampus', 'merdeka', 'berarti', 'individu', 'di', 'blacklist', 'semester']",<FreqDist with 11 samples and 17 outcomes>,"['cabut', 'pmmb', 'berarti', 'individu', 'di', 'blacklist', 'semua', 'program', 'pmmb', 'cabut', 'kampus', 'merdeka', 'berarti', 'individu', 'di', 'blacklist', 'semester']","['cabut', 'pmmb', 'berarti', 'individu', 'di', 'blacklist', 'semua', 'program', 'pmmb', 'cabut', 'kampus', 'merdeka', 'berarti', 'individu', 'di', 'blacklist', 'semester']","['cabut', 'pmmb', 'arti', 'individu', 'di', 'blacklist', 'semua', 'program', 'pmmb', 'cabut', 'kampus', 'merdeka', 'arti', 'individu', 'di', 'blacklist', 'semester']"
57,Setelah beberapa pertimbangan akhirnya gue mutusin buat ambil studiindependen zenius.,Positif,setelah beberapa pertimbangan akhirnya gue mutusin buat ambil studiindependen zenius,"['setelah', 'beberapa', 'pertimbangan', 'akhirnya', 'gue', 'mutusin', 'buat', 'ambil', 'studiindependen', 'zenius']",<FreqDist with 10 samples and 10 outcomes>,"['setelah', 'beberapa', 'pertimbangan', 'akhirnya', 'gue', 'mutusin', 'buat', 'ambil', 'studiindependen', 'zenius']","['setelah', 'beberapa', 'pertimbangan', 'akhirnya', 'gue', 'mutusin', 'buat', 'ambil', 'studiindependen', 'zenius']","['telah', 'beberapa', 'timbang', 'akhir', 'gue', 'mutusin', 'buat', 'ambil', 'studiindependen', 'zenius']"
58,Masih engga nyangka aja si kalo misal diterima di StudiIndependen Zenius. MBKM kali itu memang daftar banyak magang ,Positif,masih engga nyangka aja si kalo misal diterima di studiindependen zenius mbkm kali itu memang daftar banyak magang,"['masih', 'engga', 'nyangka', 'aja', 'si', 'kalo', 'misal', 'diterima', 'di', 'studiindependen', 'zenius', 'mbkm', 'kali', 'itu', 'memang', 'daftar', 'banyak', 'magang']",<FreqDist with 18 samples and 18 outcomes>,"['masih', 'engga', 'nyangka', 'kalo', 'misal', 'diterima', 'di', 'studiindependen', 'zenius', 'mbkm', 'kali', 'itu', 'memang', 'daftar', 'banyak', 'magang']","['masih', 'engga', 'nyangka', 'kalo', 'misal', 'diterima', 'di', 'studiindependen', 'zenius', 'mbkm', 'kali', 'itu', 'memang', 'daftar', 'banyak', 'magang']","['masih', 'engga', 'nyangka', 'kalo', 'misal', 'terima', 'di', 'studiindependen', 'zenius', 'mbkm', 'kali', 'itu', 'memang', 'daftar', 'banyak', 'magang']"
59,"males banget mau kkn mbkm, mending gw tungguin yang reguler",Negatif,males banget mau kkn mbkm mending gw tungguin yang reguler,"['males', 'banget', 'mau', 'kkn', 'mbkm', 'mending', 'gw', 'tungguin', 'yang', 'reguler']",<FreqDist with 10 samples and 10 outcomes>,"['males', 'mau', 'kkn', 'mbkm', 'mending', 'gw', 'tungguin', 'reguler']","['males', 'mau', 'kkn', 'mbkm', 'mending', 'gw', 'tungguin', 'reguler']","['males', 'mau', 'kkn', 'mbkm', 'mending', 'gw', 'tungguin', 'reguler']"
60,Wkwkwk itu kenapa aku gaambil mbkm,Negatif,wkwkwk itu kenapa aku gaambil mbkm,"['wkwkwk', 'itu', 'kenapa', 'aku', 'gaambil', 'mbkm']",<FreqDist with 6 samples and 6 outcomes>,"['wkwkwk', 'itu', 'kenapa', 'aku', 'gaambil', 'mbkm']","['wkwkwk', 'itu', 'kenapa', 'aku', 'gaambil', 'mbkm']","['wkwkwk', 'itu', 'kenapa', 'aku', 'gaambil', 'mbkm']"
61,"gimana ini, udah mbkm ko kuliah, saya merasa tertipu",Negatif,gimana ini udah mbkm ko kuliah saya merasa tertipu,"['gimana', 'ini', 'udah', 'mbkm', 'ko', 'kuliah', 'saya', 'merasa', 'tertipu']",<FreqDist with 9 samples and 9 outcomes>,"['gimana', 'udah', 'mbkm', 'ko', 'kuliah', 'saya', 'merasa', 'tertipu']","['gimana', 'udah', 'mbkm', 'ko', 'kuliah', 'saya', 'merasa', 'tertipu']","['gimana', 'udah', 'mbkm', 'ko', 'kuliah', 'saya', 'rasa', 'tipu']"
62,"mahasiswa tinggal dikit di kelas karena pada ikut mbkm fakultas, kuliah rasa private ini sih",Positif,mahasiswa tinggal dikit di kelas karena pada ikut mbkm fakultas kuliah rasa private ini sih,"['mahasiswa', 'tinggal', 'dikit', 'di', 'kelas', 'karena', 'pada', 'ikut', 'mbkm', 'fakultas', 'kuliah', 'rasa', 'private', 'ini', 'sih']",<FreqDist with 15 samples and 15 outcomes>,"['mahasiswa', 'tinggal', 'dikit', 'di', 'kelas', 'karena', 'pada', 'ikut', 'mbkm', 'fakultas', 'kuliah', 'rasa', 'private']","['mahasiswa', 'tinggal', 'dikit', 'di', 'kelas', 'karena', 'pada', 'ikut', 'mbkm', 'fakultas', 'kuliah', 'rasa', 'private']","['mahasiswa', 'tinggal', 'dikit', 'di', 'kelas', 'karena', 'pada', 'ikut', 'mbkm', 'fakultas', 'kuliah', 'rasa', 'private']"
63,ikut mbkm biar engga kuliah,Positif,ikut mbkm biar engga kuliah,"['ikut', 'mbkm', 'biar', 'engga', 'kuliah']",<FreqDist with 5 samples and 5 outcomes>,"['ikut', 'mbkm', 'engga', 'kuliah']","['ikut', 'mbkm', 'engga', 'kuliah']","['ikut', 'mbkm', 'engga', 'kuliah']"
64,Enak juga ya program mbkm. Yudisium aja belom dah onboarding aja ,Positif,enak juga ya program mbkm yudisium aja belom dah onboarding aja,"['enak', 'juga', 'ya', 'program', 'mbkm', 'yudisium', 'aja', 'belom', 'dah', 'onboarding', 'aja']",<FreqDist with 10 samples and 11 outcomes>,"['enak', 'juga', 'program', 'mbkm', 'yudisium', 'belom', 'dah', 'onboarding']","['enak', 'juga', 'program', 'mbkm', 'yudisium', 'belom', 'dah', 'onboarding']","['enak', 'juga', 'program', 'mbkm', 'yudisium', 'bom', 'dah', 'onboarding']"
65,"engga ada sks2an nder, semester ini kejebak di mbkm:))",Negatif,engga ada sksan nder semester ini kejebak di mbkm,"['engga', 'ada', 'sksan', 'nder', 'semester', 'ini', 'kejebak', 'di', 'mbkm']",<FreqDist with 9 samples and 9 outcomes>,"['engga', 'ada', 'sksan', 'nder', 'semester', 'kejebak', 'di', 'mbkm']","['engga', 'ada', 'sksan', 'nder', 'semester', 'kejebak', 'di', 'mbkm']","['engga', 'ada', 'sksan', 'nder', 'semester', 'jebak', 'di', 'mbkm']"
66,Pengembangan Kapasitas Literasi Desa dan MBKM,Positif,pengembangan kapasitas literasi desa dan mbkm,"['pengembangan', 'kapasitas', 'literasi', 'desa', 'dan', 'mbkm']",<FreqDist with 6 samples and 6 outcomes>,"['pengembangan', 'kapasitas', 'literasi', 'desa', 'dan', 'mbkm']","['pengembangan', 'kapasitas', 'literasi', 'desa', 'dan', 'mbkm']","['kembang', 'kapasitas', 'literasi', 'desa', 'dan', 'mbkm']"
67,Keren banget bisa lolos mbkm di telkom,Positif,keren banget bisa lolos mbkm di telkom,"['keren', 'banget', 'bisa', 'lolos', 'mbkm', 'di', 'telkom']",<FreqDist with 7 samples and 7 outcomes>,"['keren', 'bisa', 'lolos', 'mbkm', 'di', 'telkom']","['keren', 'bisa', 'lolos', 'mbkm', 'di', 'telkom']","['keren', 'bisa', 'lolos', 'mbkm', 'di', 'telkom']"
68,hari 1 kuliah semester 6 sekaligus budak magang mbkm Pusat Penelitian Geoteknologi,Negatif,hari kuliah semester sekaligus budak magang mbkm pusat penelitian geoteknologi,"['hari', 'kuliah', 'semester', 'sekaligus', 'budak', 'magang', 'mbkm', 'pusat', 'penelitian', 'geoteknologi']",<FreqDist with 10 samples and 10 outcomes>,"['hari', 'kuliah', 'semester', 'sekaligus', 'budak', 'magang', 'mbkm', 'pusat', 'penelitian', 'geoteknologi']","['hari', 'kuliah', 'semester', 'sekaligus', 'budak', 'magang', 'mbkm', 'pusat', 'penelitian', 'geoteknologi']","['hari', 'kuliah', 'semester', 'sekaligus', 'budak', 'magang', 'mbkm', 'pusat', 'teliti', 'geoteknologi']"
69,"Tumben banget semester ini kelasnya kayak kelas karyawan. Pro mbkm banget, apa kehabisan jadwal ya",Positif,tumben banget semester ini kelasnya kayak kelas karyawan pro mbkm banget apa kehabisan jadwal ya,"['tumben', 'banget', 'semester', 'ini', 'kelasnya', 'kayak', 'kelas', 'karyawan', 'pro', 'mbkm', 'banget', 'apa', 'kehabisan', 'jadwal', 'ya']",<FreqDist with 14 samples and 15 outcomes>,"['tumben', 'semester', 'kelasnya', 'kayak', 'kelas', 'karyawan', 'pro', 'mbkm', 'apa', 'kehabisan', 'jadwal']","['tumben', 'semester', 'kelasnya', 'kayak', 'kelas', 'karyawan', 'pro', 'mbkm', 'apa', 'kehabisan', 'jadwal']","['tumben', 'semester', 'kelas', 'kayak', 'kelas', 'karyawan', 'pro', 'mbkm', 'apa', 'habis', 'jadwal']"
70,"Bismillahirrahmanirrahim semester 6, ambil 24 SKS + Bangkit MBKM + Lembaga internal dan eksternal Dibayar mental",Positif,bismillahirrahmanirrahim semester ambil sks bangkit mbkm lembaga internal dan eksternal dibayar mental,"['bismillahirrahmanirrahim', 'semester', 'ambil', 'sks', 'bangkit', 'mbkm', 'lembaga', 'internal', 'dan', 'eksternal', 'dibayar', 'mental']",<FreqDist with 12 samples and 12 outcomes>,"['bismillahirrahmanirrahim', 'semester', 'ambil', 'sks', 'bangkit', 'mbkm', 'lembaga', 'internal', 'dan', 'eksternal', 'dibayar', 'mental']","['bismillahirrahmanirrahim', 'semester', 'ambil', 'sks', 'bangkit', 'mbkm', 'lembaga', 'internal', 'dan', 'eksternal', 'dibayar', 'mental']","['bismillahirrahmanirrahim', 'semester', 'ambil', 'sks', 'bangkit', 'mbkm', 'lembaga', 'internal', 'dan', 'eksternal', 'bayar', 'mental']"
